Location,Product Name,Purchase History,Payment Method,Search Query,Survey Response,Device Type,Browser Type,Operating System,IP Address,Referral Source,Net Profit,Operating Expenses,Revenue Trend,Expense Breakdown,Gross vs Net Profit,Region-wise Revenue Contribution,Previous Category,Labor Cost,Raw Material Cost,Shipping Cost,Income Group,First Interaction Date,Awareness Stage,Consideration Stage,Intent Stage,Out of Stock Occurrences,Last Purchase Date,Product Price,#Fraud Flag,Average Resolution Time,Average Response Time,Ticket Resolution Time,Order Shipment Time,Placement Time,Delivery Time,Payment & Transaction Failures,Reasons for Payment Failure,source,Retailer_Name,Category,Seasonal_Trend,Stock_Availability,Shelf_Space_Allocation,Repeat_Purchase_Rate,Basket_Size,Cross_Purchased_Products,Brand_Substitution_Rate,Category_Share_in_Retailer_Sales,Competitor_Promotion_Impact,Retail_Foot_Traffic,Customer Segment,In_Store_Advertising_Effectiveness,Customer Segment Type,Region,Order_ID,Purchase_Frequency,Product_Views,Delivery_Location_City,Delivery_Location_Country,Shipping_Method,Return_Refund_Rate,Product_Bundling_Preferences,Discounted,Return_Rate,Channel,Churn_Risk
UK,Generic Product,Electronics,UPI,Chocolate,Negative,Mobile,Safari,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-09-10,1,0,0,1,2025-02-08,14.4,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10983,6,30,Sydney,USA,Standard,0.93,Candy & Gum,True,13.67,Mobile App,High
Brazil,Generic Product,Grocery,PayPal,Candy,Negative,Mobile,Firefox,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-03-07,0,1,1,1,2025-02-21,46.43,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,North,ORD10796,5,25,São Paulo,USA,Standard,0.12,Beverages & Snacks,False,6.83,Web,High
USA,Generic Product,Electronics,UPI,Candy,Negative,Tablet,Firefox,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-02-04,1,0,0,1,2024-12-10,18.95,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,South,ORD10034,10,22,London,USA,Standard,0.65,Beverages & Snacks,False,1.58,In-Store,High
USA,Generic Product,Beauty,Credit Card,Chocolate,Negative,Mobile,Edge,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-03-14,1,1,1,1,2025-01-07,34.39,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,North,ORD10438,7,55,São Paulo,Germany,Express,0.66,Chocolate & Biscuits,False,4.1,In-Store,High
Australia,Generic Product,Beauty,UPI,Candy,Negative,Desktop,Safari,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-05-31,0,1,1,1,2024-12-04,15.15,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,North,ORD10881,10,59,São Paulo,USA,Express,0.31,Candy & Gum,False,26.89,In-Store,High
India,Generic Product,Grocery,Debit Card,Chocolate,Negative,Mobile,Edge,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-06-27,1,0,0,1,2025-01-23,49.69,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10543,6,93,New York,Germany,Standard,0.42,Beverages & Snacks,True,2.3,In-Store,High
Germany,Generic Product,Electronics,Cash on Delivery,Chocolate,Negative,Desktop,Chrome,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-01-30,0,0,0,1,2025-02-01,24.44,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10029,5,48,London,UK,Standard,0.87,Candy & Gum,True,11.4,Web,High
Australia,Generic Product,Beauty,Debit Card,Gum,Negative,Tablet,Edge,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-11-12,0,0,0,1,2024-09-23,39.02,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,West,ORD10315,8,38,Mumbai,Brazil,Standard,0.54,Beverages & Snacks,False,2.74,In-Store,High
Brazil,Generic Product,Clothing,Cash on Delivery,Snacks,Negative,Desktop,Firefox,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-08-24,0,0,0,1,2024-09-11,21.96,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10601,2,66,New York,Australia,Standard,0.62,Chocolate & Biscuits,False,17.67,Mobile App,High
UK,Generic Product,Grocery,Cash on Delivery,Candy,Negative,Desktop,Chrome,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-08-07,0,0,0,1,2025-02-01,22.69,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,North,ORD10949,8,61,London,Australia,Standard,0.79,Beverages & Snacks,False,4.2,Mobile App,High
USA,Generic Product,Clothing,Cash on Delivery,Chocolate,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-10-31,0,1,1,1,2024-12-24,40.63,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,West,ORD10669,8,90,Mumbai,Australia,Standard,0.72,Candy & Gum,True,17.49,Web,High
Brazil,Generic Product,Clothing,Credit Card,Candy,Negative,Mobile,Firefox,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-02-14,1,1,0,1,2024-09-27,20.63,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10409,2,50,London,Germany,Standard,0.44,Beverages & Snacks,True,8.84,In-Store,High
Australia,Generic Product,Clothing,Debit Card,Candy,Negative,Tablet,Safari,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-01-22,0,0,0,1,2024-10-08,23.46,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,West,ORD10752,5,8,New York,India,Standard,0.71,Beverages & Snacks,False,15.18,Mobile App,High
USA,Generic Product,Electronics,UPI,Gum,Negative,Tablet,Chrome,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-02-01,0,1,1,1,2024-09-22,6.81,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10396,1,35,Berlin,UK,Standard,0.47,Beverages & Snacks,True,6.06,Web,High
UK,Generic Product,Clothing,PayPal,Chocolate,Negative,Desktop,Chrome,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-04-26,1,0,0,1,2024-12-17,17.87,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,West,ORD10481,10,47,Mumbai,Brazil,Standard,0.74,Chocolate & Biscuits,False,6.46,In-Store,High
Germany,Generic Product,Clothing,Debit Card,Gum,Negative,Tablet,Safari,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-24,1,1,1,1,2024-10-28,18.16,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,North,ORD10113,3,45,Sydney,India,Express,0.53,Candy & Gum,False,18.43,In-Store,High
Germany,Generic Product,Clothing,Cash on Delivery,Biscuits,Negative,Mobile,Firefox,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-04-06,1,1,0,1,2025-02-19,26.04,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10461,7,34,Berlin,UK,Standard,0.87,Chocolate & Biscuits,False,14.07,Web,High
UK,Generic Product,Clothing,Cash on Delivery,Snacks,Negative,Mobile,Chrome,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-09-17,1,0,1,1,2025-01-06,27.87,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,East,ORD10990,7,35,Sydney,Brazil,Standard,0.0,Candy & Gum,True,3.23,Web,High
USA,Generic Product,Grocery,PayPal,Biscuits,Negative,Desktop,Safari,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-02-28,1,0,1,1,2024-12-21,44.49,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,North,ORD10789,8,34,New York,Germany,Standard,0.52,Candy & Gum,False,23.43,Mobile App,High
Germany,Generic Product,Electronics,UPI,Candy,Negative,Desktop,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-10-04,0,0,0,1,2025-01-06,46.5,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,East,ORD10276,8,9,New York,USA,Express,0.11,Candy & Gum,False,20.17,In-Store,High
India,Generic Product,Electronics,PayPal,Candy,Negative,Tablet,Chrome,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-09-11,0,1,1,1,2024-11-10,36.32,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10984,5,13,Berlin,USA,Express,0.67,Chocolate & Biscuits,True,21.42,In-Store,High
USA,Generic Product,Beauty,PayPal,Chocolate,Negative,Mobile,Safari,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-08-06,0,0,0,1,2025-01-26,40.61,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,North,ORD10948,5,34,Berlin,India,Standard,0.34,Chocolate & Biscuits,False,25.58,Mobile App,High
India,Generic Product,Clothing,UPI,Gum,Negative,Tablet,Firefox,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-01-03,0,0,0,1,2024-12-29,31.8,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10002,10,24,Berlin,USA,Standard,0.4,Beverages & Snacks,False,15.29,In-Store,High
Germany,Generic Product,Beauty,Cash on Delivery,Biscuits,Negative,Tablet,Edge,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-05-07,0,0,1,1,2025-02-19,37.23,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10492,9,6,Berlin,Germany,Express,0.88,Candy & Gum,False,0.93,In-Store,High
Australia,Generic Product,Electronics,Cash on Delivery,Snacks,Negative,Mobile,Edge,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-07-30,1,1,0,1,2024-10-20,38.08,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,West,ORD10941,9,43,Berlin,India,Standard,0.99,Chocolate & Biscuits,False,27.62,In-Store,High
Australia,Generic Product,Beauty,Debit Card,Gum,Negative,Desktop,Chrome,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-04-18,1,1,0,1,2025-01-22,4.98,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,North,ORD10473,2,41,Mumbai,Australia,Express,0.12,Beverages & Snacks,True,14.51,Web,High
UK,Generic Product,Grocery,UPI,Candy,Negative,Desktop,Firefox,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-07-23,1,0,0,1,2025-02-08,3.42,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10203,6,29,Mumbai,Australia,Express,0.83,Chocolate & Biscuits,False,24.11,Web,High
Brazil,Generic Product,Grocery,Cash on Delivery,Gum,Negative,Tablet,Chrome,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-09-20,1,1,1,1,2024-09-13,27.47,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,East,ORD10993,8,71,Berlin,Germany,Express,0.2,Beverages & Snacks,True,27.64,Web,High
UK,Generic Product,Grocery,UPI,Candy,Negative,Tablet,Chrome,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-09-08,0,0,1,1,2024-10-10,36.17,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,North,ORD10250,5,28,New York,USA,Standard,0.9,Chocolate & Biscuits,True,20.6,In-Store,High
Australia,Generic Product,Beauty,Debit Card,Chocolate,Negative,Mobile,Chrome,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-11-24,0,1,1,1,2024-11-14,39.98,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,East,ORD10327,7,21,Mumbai,Australia,Standard,0.97,Beverages & Snacks,False,7.62,In-Store,High
India,Generic Product,Clothing,Credit Card,Candy,Negative,Tablet,Chrome,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-01-27,1,1,0,1,2025-01-07,31.5,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10757,4,68,São Paulo,Brazil,Express,0.49,Candy & Gum,False,26.93,Web,High
USA,Generic Product,Beauty,Cash on Delivery,Biscuits,Negative,Tablet,Safari,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-10-28,1,1,0,1,2025-02-12,48.11,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10666,8,34,São Paulo,USA,Standard,0.34,Chocolate & Biscuits,True,23.94,Mobile App,High
India,Generic Product,Clothing,Cash on Delivery,Snacks,Negative,Desktop,Safari,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-08-23,0,0,1,1,2025-01-04,21.61,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,East,ORD10234,7,91,São Paulo,USA,Express,0.25,Beverages & Snacks,True,4.41,Web,High
India,Generic Product,Grocery,Credit Card,Gum,Negative,Tablet,Chrome,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-09-19,0,1,1,1,2025-02-11,18.68,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,East,ORD10261,3,73,Sydney,Brazil,Express,0.73,Chocolate & Biscuits,False,6.12,Mobile App,High
USA,Generic Product,Electronics,Credit Card,Snacks,Negative,Tablet,Firefox,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-07-12,0,1,0,1,2025-02-28,23.31,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10558,3,85,São Paulo,Germany,Express,0.58,Beverages & Snacks,False,8.27,Web,High
UK,Generic Product,Clothing,Cash on Delivery,Gum,Negative,Desktop,Chrome,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-08-03,0,1,1,1,2024-09-17,39.87,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10580,1,52,Mumbai,USA,Standard,0.31,Chocolate & Biscuits,False,28.76,In-Store,High
